id,fecha,provincia_origen,localidad_origen,provincia_destino,localidad_destino,cant_lineas,cant_pasajeros,cant_servicios
67,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,CATRIEL,3,319,1.634
68,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,CATRILO,13,3.542,10.335
69,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,CHACHARRAMENDI,3,51,1.634
70,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,CHELFORO,3,40,2.012
71,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,CHOELE CHOEL,2,114,1.444
72,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,CINCO SALTOS,2,840,1.985
73,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,CIPOLETTI,4,1.197,3.127
74,2017,BUENOS AIRES,9 DE JULIO,FORMOSA,CLORINDA,1,23,718
75,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,COLONIA BARON,1,48,108
76,2017,BUENOS AIRES,9 DE JULIO,CHUBUT,COMODORO RIVADAVIA,1,79,206
77,2017,BUENOS AIRES,9 DE JULIO,SANTA FE,CORONDA,1,22,718
78,2017,BUENOS AIRES,9 DE JULIO,CORRIENTES,CORRIENTES,1,37,718
79,2017,BUENOS AIRES,9 DE JULIO,NEUQUEN,CUTRAL CO,2,130,1.444
80,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,DARREGUEIRA,1,145,679
81,2017,BUENOS AIRES,9 DE JULIO,MENDOZA,DESAGUADERO,1,7,99
82,2017,BUENOS AIRES,9 DE JULIO,NEUQUEN,EL CHOCON,2,23,1.094
83,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,ESPARTILLAR,1,38,679
84,2017,BUENOS AIRES,9 DE JULIO,CORRIENTES,ESQUINA,1,20,718
85,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,ESTACION RIVADAVIA,1,580,905
86,2017,BUENOS AIRES,9 DE JULIO,SANTA FE,FIRMAT,1,86,281
87,2017,BUENOS AIRES,9 DE JULIO,FORMOSA,FORMOSA,1,34,718
88,2017,BUENOS AIRES,9 DE JULIO,CHUBUT,GARAYALDE,1,7,206
89,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,GENERAL ACHA,6,1.510,4.399
90,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,GENERAL DUVAL,1,19,447
91,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,GENERAL PICO,1,881,905
92,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,GENERAL ROCA,6,1.174,3.858
93,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,GENERAL SAN MARTIN,1,161,679
94,2017,BUENOS AIRES,9 DE JULIO,CORRIENTES,GOYA,1,27,718
95,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,GUATRACHE,1,178,679
96,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,INGENIERO LUIGGI,1,395,905
97,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,INGENIERO THOMPSON,1,-,864
98,2017,BUENOS AIRES,9 DE JULIO,NEUQUEN,JUNIN DE LOS ANDES,3,203,1.891
99,2017,BUENOS AIRES,9 DE JULIO,SAN LUIS,JUSTO DARACT,1,33,99
100,2017,BUENOS AIRES,9 DE JULIO,ENTRE RIOS,LA PAZ,1,21,718
101,2017,BUENOS AIRES,9 DE JULIO,MENDOZA,LA PAZ,1,31,99
102,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,LA REFORMA,2,23,1.094
103,2017,BUENOS AIRES,9 DE JULIO,CORDOBA,LABOULAYE,1,46,99
104,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,LONQUIMAY,1,50,417
105,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,LUAN TORO,1,11,108
106,2017,BUENOS AIRES,9 DE JULIO,SANTA FE,MELINCUE,1,42,281
107,2017,BUENOS AIRES,9 DE JULIO,MENDOZA,MENDOZA,1,79,99
108,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,MIGUEL CANE,2,51,754
109,2017,BUENOS AIRES,9 DE JULIO,NEUQUEN,NEUQUEN,10,3.199,6.937
110,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,OLAVARRIA,1,-,99
111,2017,BUENOS AIRES,9 DE JULIO,ENTRE RIOS,PARANA,3,1.361,1.728
112,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,PEDRO LURO,2,-,924
113,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,PEHUAJO,30,8.038,22.779
114,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,PELLEGRINI,8,-,6.239
115,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,PERGAMINO,4,180,2.221
116,2017,BUENOS AIRES,9 DE JULIO,NEUQUEN,PICUN LEUFU,4,412,2.473
117,2017,BUENOS AIRES,9 DE JULIO,NEUQUEN,PIEDRA DEL AGUILA,5,484,3.061
118,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,PIGUE,5,321,2.613
119,2017,BUENOS AIRES,9 DE JULIO,NEUQUEN,PLAZA HUINCUL,3,185,1.891
120,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,PUAN,1,196,679
121,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,PUELCHES,3,98,1.967
122,2017,BUENOS AIRES,9 DE JULIO,CHUBUT,PUERTO MADRYN,1,63,206
123,2017,BUENOS AIRES,9 DE JULIO,CHUBUT,RAWSON,1,56,206
124,2017,BUENOS AIRES,9 DE JULIO,CHACO,RESISTENCIA,1,37,718
125,2017,BUENOS AIRES,9 DE JULIO,NEUQUEN,RINCONADA,2,19,1.444
126,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,RIO COLORADO,2,126,1.444
127,2017,BUENOS AIRES,9 DE JULIO,SANTA CRUZ,RIO GALLEGOS,1,35,718
128,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,ROJAS,4,83,1.934
129,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,ROQUE PEREZ,1,-,417
130,2017,BUENOS AIRES,9 DE JULIO,SANTA FE,ROSARIO,4,541,1.773
131,2017,BUENOS AIRES,9 DE JULIO,SANTA FE,RUFINO,1,43,99
132,2017,BUENOS AIRES,9 DE JULIO,CORRIENTES,SALADAS,1,20,718
133,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,SALADILLO,1,-,417
134,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,SALLIQUELO,1,-,864
135,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,SAN ANTONIO OESTE,1,46,206
136,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,SAN CARLOS DE BARILOCHE,5,1.183,3.061
137,2017,BUENOS AIRES,9 DE JULIO,SAN JUAN,SAN JUAN,1,70,99
138,2017,BUENOS AIRES,9 DE JULIO,SANTA FE,SAN LORENZO,1,22,718
139,2017,BUENOS AIRES,9 DE JULIO,SAN LUIS,SAN LUIS,1,70,99
140,2017,BUENOS AIRES,9 DE JULIO,MENDOZA,SAN MARTIN,1,52,99
141,2017,BUENOS AIRES,9 DE JULIO,NEUQUEN,SAN MARTIN DE LOS ANDES,3,244,1.891
142,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,SAN MAURICIO,1,104,905
143,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,SAN NICOLAS DE LOS ARROYOS,2,195,1.297
144,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,SAN VICENTE,1,-,417
145,2017,BUENOS AIRES,9 DE JULIO,SANTA FE,SANTA FE,2,183,999
146,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,SANTA ROSA,12,8.953,11.056
147,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,SIERRA GRANDE,1,40,206
148,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,STROEDER,1,-,206
149,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,SUIPACHA,6,1.274,5.891
150,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,TANDIL,1,-,99
151,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,TELEN,1,11,108
152,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,TORNQUIST,2,74,1.010
153,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,TREBOLARES,1,104,905
154,2017,BUENOS AIRES,9 DE JULIO,CHUBUT,TRELEW,1,69,206
155,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,TRENEL,1,418,905
156,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,TRENQUE LAUQUEN,22,3.843,15.762
157,2017,BUENOS AIRES,9 DE JULIO,BUENOS AIRES,TRES LOMAS,1,-,864
158,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,URIBURU,1,50,417
159,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,VICTORICA,1,53,108
160,2017,BUENOS AIRES,9 DE JULIO,CORDOBA,VICUÑA MACKENNA,1,40,99
161,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,VIEDMA,1,74,206
162,2017,BUENOS AIRES,9 DE JULIO,NEUQUEN,VILLA EL CHOCON,2,77,1.399
163,2017,BUENOS AIRES,9 DE JULIO,SAN LUIS,VILLA MERCEDES,1,60,99
164,2017,BUENOS AIRES,9 DE JULIO,RIO NEGRO,VILLA REGINA,2,135,1.444
165,2017,BUENOS AIRES,9 DE JULIO,LA PAMPA,WINIFREDA,1,48,108
166,2017,BUENOS AIRES,9 DE JULIO,NEUQUEN,ZAPALA,3,261,1.891
167,2017,CORRIENTES,9 DE JULIO,ENTRE RIOS,CHAJARI,1,231,727
168,2017,CORRIENTES,9 DE JULIO,ENTRE RIOS,COLON,1,231,727
169,2017,CORRIENTES,9 DE JULIO,ENTRE RIOS,CONCORDIA,1,311,727
170,2017,CORRIENTES,9 DE JULIO,FORMOSA,FORMOSA,1,249,1.456
171,2017,CORRIENTES,9 DE JULIO,ENTRE RIOS,GUALEGUAYCHU,1,279,727
172,2017,CORRIENTES,9 DE JULIO,CHACO,RESISTENCIA,1,266,1.456
173,2017,BUENOS AIRES,ABBOTT,BUENOS AIRES,SAN MIGUEL DEL MONTE,4,338,4.155
174,2017,BUENOS AIRES,ABBOTT,BUENOS AIRES,TORNQUIST,1,80,607
175,2017,BUENOS AIRES,ABBOTT,BUENOS AIRES,TRES ARROYOS,3,299,3.548
176,2017,JUJUY,ABRA PAMPA,RIO NEGRO,CATRIEL,1,205,711
177,2017,JUJUY,ABRA PAMPA,RIO NEGRO,CIPOLETTI,1,256,711
178,2017,JUJUY,ABRA PAMPA,JUJUY,EL CARMEN,1,365,730
179,2017,JUJUY,ABRA PAMPA,SALTA,GENERAL GUEMES,5,8.112,5.918
180,2017,JUJUY,ABRA PAMPA,JUJUY,HUMAHUACA,5,485,5.918
181,2017,JUJUY,ABRA PAMPA,JUJUY,LA QUIACA,5,485,5.918
182,2017,JUJUY,ABRA PAMPA,LA RIOJA,LA RIOJA,1,322,711
183,2017,JUJUY,ABRA PAMPA,MENDOZA,MENDOZA,1,388,711
184,2017,JUJUY,ABRA PAMPA,JUJUY,PAMPA BLANCA,5,371,5.918
185,2017,JUJUY,ABRA PAMPA,JUJUY,PERICO,4,205,5.188
186,2017,JUJUY,ABRA PAMPA,JUJUY,PUESTO DEL MARQUES,1,33,711
187,2017,JUJUY,ABRA PAMPA,JUJUY,PUMAHUASI,2,104,1.441
188,2017,JUJUY,ABRA PAMPA,JUJUY,PURMAMARCA,1,33,711
189,2017,JUJUY,ABRA PAMPA,SALTA,SALTA,4,14.351,5.207
190,2017,JUJUY,ABRA PAMPA,SAN JUAN,SAN JUAN,1,344,711
191,2017,JUJUY,ABRA PAMPA,TUCUMAN,SAN MIGUEL DE TUCUMAN,1,373,711
192,2017,JUJUY,ABRA PAMPA,JUJUY,SAN SALVADOR DE JUJUY,5,1.064,5.918
193,2017,JUJUY,ABRA PAMPA,JUJUY,TILCARA,5,439,5.918
194,2017,JUJUY,ABRA PAMPA,JUJUY,TRES CRUCES,4,33,5.188
195,2017,JUJUY,ABRA PAMPA,JUJUY,TUMBAYA,2,-,1.427
196,2017,JUJUY,ABRA PAMPA,JUJUY,VOLCAN,2,33,3.761
197,2017,JUJUY,ABRA PAMPA,JUJUY,YALA,1,33,711
198,2017,CORDOBA,ACHIRAS,CORDOBA,CANALS,1,-,736
199,2017,CORDOBA,ACHIRAS,SAN LUIS,CONCARAN,1,118,736
